"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2011년 04월 12일","276.13","279.74","279.78","275.99","127.62K","-1.55%"
"2011년 04월 11일","280.49","280.79","282.03","279.34","128.45K","-0.20%"
"2011년 04월 08일","281.05","280.00","282.21","279.70","167.08K","0.21%"
"2011년 04월 07일","280.45","282.22","282.62","279.15","145.99K","-0.32%"
"2011년 04월 06일","281.35","281.80","282.73","280.25","161.50K","-0.24%"
"2011년 04월 05일","282.03","280.30","282.03","278.87","122.67K","0.72%"
"2011년 04월 04일","280.01","281.10","281.30","278.38","138.91K","-0.26%"
"2011년 04월 01일","280.73","278.92","280.73","278.10","135.23K","0.67%"
"2011년 03월 31일","278.87","277.97","278.87","276.52","142.60K","0.66%"
"2011년 03월 30일","277.04","274.76","278.20","274.46","142.84K","1.03%"
"2011년 03월 29일","274.22","271.49","274.22","271.04","106.85K","0.77%"
"2011년 03월 28일","272.13","271.70","272.65","270.51","128.56K","0.17%"
"2011년 03월 25일","271.66","271.91","272.22","269.78","134.10K","1.02%"
"2011년 03월 24일","268.93","266.97","268.95","266.85","128.25K","1.23%"
"2011년 03월 23일","265.67","266.69","266.99","264.64","148.51K","-0.14%"
"2011년 03월 22일","266.05","265.97","266.48","264.76","115.16K","0.44%"
"2011년 03월 21일","264.89","262.74","265.18","262.64","99.63K","0.95%"
"2011년 03월 18일","262.39","260.13","263.59","259.58","111.77K","1.00%"
"2011년 03월 17일","259.80","254.66","260.25","254.23","120.06K","0.14%"
"2011년 03월 16일","259.44","258.44","260.22","255.66","123.22K","2.03%"
"2011년 03월 15일","254.29","260.14","262.77","249.34","178.12K","-2.46%"
"2011년 03월 14일","260.69","256.64","260.69","254.63","161.48K","1.50%"
"2011년 03월 11일","256.83","257.17","259.22","256.15","88.22K","-1.44%"
"2011년 03월 10일","260.59","263.41","263.66","259.55","118.23K","-1.22%"
"2011년 03월 09일","263.80","264.84","266.18","262.39","110.32K","0.18%"
"2011년 03월 08일","263.33","261.87","265.09","260.56","88.75K","0.72%"
"2011년 03월 07일","261.44","264.12","265.20","261.12","69.66K","-1.50%"
"2011년 03월 04일","265.42","263.06","265.96","262.41","103.58K","1.90%"
"2011년 03월 03일","260.48","256.82","260.48","256.55","85.84K","2.17%"
"2011년 03월 02일","254.96","253.95","256.58","253.90","81.30K","-0.55%"
"2011년 02월 28일","256.36","257.96","258.83","255.88","86.80K","-1.13%"
"2011년 02월 25일","259.28","258.49","259.68","256.43","89.78K","0.62%"
"2011년 02월 24일","257.69","258.69","260.40","257.04","96.55K","-0.59%"
"2011년 02월 23일","259.21","259.18","261.30","257.87","105.11K","-0.35%"
"2011년 02월 22일","260.13","260.81","262.06","258.58","113.19K","-1.67%"
"2011년 02월 21일","264.55","265.88","266.07","262.71","113.04K","-0.47%"
"2011년 02월 18일","265.80","263.03","266.22","261.82","111.96K","1.75%"
"2011년 02월 17일","261.23","264.41","265.14","258.83","132.45K","-0.51%"
"2011년 02월 16일","262.56","264.95","267.14","262.52","106.00K","-1.07%"
"2011년 02월 15일","265.40","266.49","268.23","264.39","108.13K","-0.23%"
"2011년 02월 14일","266.02","263.49","266.29","261.98","107.23K","2.16%"
"2011년 02월 11일","260.40","264.80","266.76","260.13","124.67K","-1.58%"
"2011년 02월 10일","264.57","269.21","269.83","264.57","119.19K","-1.97%"
"2011년 02월 09일","269.90","274.18","274.20","268.84","109.63K","-1.19%"
"2011년 02월 08일","273.16","276.01","276.36","272.84","116.76K","-0.63%"
"2011년 02월 07일","274.90","277.76","278.68","274.90","114.65K","0.53%"
"2011년 02월 01일","273.45","274.50","275.46","273.44","107.29K","0.12%"
"2011년 01월 31일","273.12","274.80","275.95","273.12","116.19K","-1.91%"
"2011년 01월 28일","278.45","279.18","279.79","276.58","124.68K","-0.27%"
"2011년 01월 27일","279.20","279.34","280.26","278.34","124.11K","0.14%"
"2011년 01월 26일","278.81","276.16","279.19","275.92","113.84K","1.32%"
"2011년 01월 25일","275.18","275.80","277.76","274.86","130.50K","0.25%"
"2011년 01월 24일","274.50","272.25","274.68","271.92","107.72K","0.67%"
"2011년 01월 21일","272.67","277.22","277.38","272.28","140.58K","-1.83%"
"2011년 01월 20일","277.75","278.52","278.96","277.12","109.29K","-0.54%"
"2011년 01월 19일","279.25","277.90","279.86","274.81","151.38K","0.96%"
"2011년 01월 18일","276.60","276.43","278.80","276.07","139.44K","-0.16%"
"2011년 01월 17일","277.05","278.49","279.67","277.04","151.52K","-0.40%"
"2011년 01월 14일","278.17","275.39","278.17","273.45","183.86K","0.96%"
"2011년 01월 13일","275.52","276.49","278.52","274.81","169.45K","-0.24%"
"2011년 01월 12일","276.17","275.53","276.70","274.79","134.80K","0.39%"
"2011년 01월 11일","275.10","273.81","275.10","271.26","114.63K","0.41%"
"2011년 01월 10일","273.99","274.91","275.75","272.44","123.71K","-0.59%"
"2011년 01월 07일","275.61","274.00","275.61","273.24","113.11K","0.32%"
"2011년 01월 06일","274.72","276.91","277.13","273.08","143.23K","-0.23%"
"2011년 01월 05일","275.35","275.37","275.94","274.57","127.21K","-0.16%"
"2011년 01월 04일","275.78","274.29","275.78","273.69","113.81K","0.72%"
"2011년 01월 03일","273.81","272.84","273.81","271.63","100.08K","0.97%"
"2010년 12월 30일","271.19","270.84","271.53","270.00","86.07K","0.28%"
"2010년 12월 29일","270.44","268.29","270.49","268.00","86.46K","0.52%"
"2010년 12월 28일","269.04","268.21","270.37","267.94","115.97K","0.63%"
"2010년 12월 27일","267.35","267.68","269.11","266.79","94.70K","-0.43%"
"2010년 12월 24일","268.50","270.10","270.36","268.29","93.03K","-0.42%"
"2010년 12월 23일","269.62","270.03","270.23","268.27","89.67K","0.01%"
"2010년 12월 22일","269.60","269.52","270.43","269.02","104.03K","0.11%"
"2010년 12월 21일","269.31","269.13","270.44","268.61","126.91K","0.71%"
"2010년 12월 20일","267.42","265.48","267.69","264.06","134.87K","-0.09%"
"2010년 12월 17일","267.67","266.19","267.89","265.14","119.46K","1.04%"
"2010년 12월 16일","264.92","264.83","266.47","263.97","88.01K","-0.39%"
"2010년 12월 15일","265.95","265.03","265.95","264.20","112.01K","0.31%"
"2010년 12월 14일","265.13","263.94","265.19","263.38","120.70K","0.69%"
"2010년 12월 13일","263.31","262.70","263.54","261.37","92.89K","0.60%"
"2010년 12월 10일","261.74","261.57","262.73","260.82","92.74K","-0.22%"
"2010년 12월 09일","262.32","258.57","262.32","258.17","122.28K","1.87%"
"2010년 12월 08일","257.51","258.25","259.76","257.35","96.77K","-0.43%"
"2010년 12월 07일","258.63","257.46","259.16","256.96","102.09K","0.51%"
"2010년 12월 06일","257.32","258.12","258.26","256.28","100.06K","-0.13%"
"2010년 12월 03일","257.65","257.51","257.65","256.15","107.00K","0.64%"
"2010년 12월 02일","256.02","254.61","256.10","254.24","99.95K","1.27%"
"2010년 12월 01일","252.80","250.08","252.80","249.54","85.38K","1.27%"
"2010년 11월 30일","249.64","247.97","251.82","247.86","117.92K","0.29%"
"2010년 11월 29일","248.92","249.92","251.02","246.84","87.34K","-0.16%"
"2010년 11월 26일","249.31","253.07","253.69","248.27","109.42K","-1.24%"
"2010년 11월 25일","252.45","253.30","253.42","250.68","111.63K","0.03%"
"2010년 11월 24일","252.38","246.77","252.78","246.57","154.34K","0.10%"
"2010년 11월 23일","252.12","253.22","253.97","250.73","140.76K","-0.74%"
"2010년 11월 22일","254.00","253.82","254.97","253.16","132.86K","0.38%"
"2010년 11월 19일","253.04","252.30","253.06","251.09","125.81K","0.75%"
"2010년 11월 18일","251.15","248.92","251.36","248.25","108.94K","1.56%"
"2010년 11월 17일","247.30","245.02","248.99","244.75","122.73K","-0.22%"
"2010년 11월 16일","247.84","248.96","249.65","246.40","140.89K","-0.55%"
"2010년 11월 15일","249.22","249.34","250.56","247.47","107.19K","0.35%"
"2010년 11월 12일","248.35","252.78","254.02","246.62","175.49K","0.34%"
"2010년 11월 11일","247.51","254.86","256.51","247.51","174.61K","-2.99%"
"2010년 11월 10일","255.13","251.87","255.14","251.79","156.53K","1.21%"
"2010년 11월 09일","252.07","251.81","252.30","250.56","101.97K","0.14%"
"2010년 11월 08일","251.73","252.32","252.70","250.01","115.57K","0.20%"
"2010년 11월 05일","251.22","253.85","254.82","251.14","153.75K","0.04%"
"2010년 11월 04일","251.12","250.73","251.51","250.17","110.11K","0.45%"
"2010년 11월 03일","249.99","249.62","251.33","249.28","119.31K","0.83%"
"2010년 11월 02일","247.93","247.02","248.32","246.54","117.43K","0.21%"
"2010년 11월 01일","247.41","243.92","247.41","242.68","117.69K","1.82%"
"2010년 10월 29일","242.98","247.19","247.27","242.14","123.48K","-1.39%"
"2010년 10월 28일","246.41","246.53","247.46","245.72","124.90K","-0.08%"
"2010년 10월 27일","246.61","248.22","248.92","245.68","155.43K","-0.71%"
"2010년 10월 26일","248.38","247.70","248.50","247.07","121.67K","0.09%"
"2010년 10월 25일","248.16","246.52","248.74","245.91","130.33K","0.94%"
"2010년 10월 22일","245.84","243.58","245.86","243.31","113.49M","1.36%"
"2010년 10월 21일","242.53","242.71","242.84","239.99","157.19M","0.31%"
"2010년 10월 20일","241.79","238.41","242.64","237.25","118.75M","0.70%"
"2010년 10월 19일","240.11","242.96","243.81","240.11","113.41M","-1.04%"
"2010년 10월 18일","242.64","246.81","246.93","242.64","112.93M","-1.59%"
"2010년 10월 15일","246.56","246.03","246.68","245.31","128.05M","0.13%"
"2010년 10월 14일","246.25","244.38","246.25","244.02","147.80M","1.34%"
"2010년 10월 13일","242.99","243.63","244.01","241.73","103.72M","0.26%"
"2010년 10월 12일","242.35","245.76","245.95","241.20","110.72M","-1.26%"
"2010년 10월 11일","245.44","247.99","248.05","244.79","116.40M","-0.43%"
"2010년 10월 08일","246.51","247.16","247.19","245.37","128.19M","-0.29%"
"2010년 10월 07일","247.22","247.17","247.91","246.21","148.60M","-0.19%"
"2010년 10월 06일","247.70","246.53","248.01","246.11","137.81M","1.42%"
"2010년 10월 05일","244.22","243.22","244.74","242.59","107.93M","0.09%"
"2010년 10월 04일","243.99","244.47","245.28","243.46","122.91M","0.21%"
"2010년 10월 01일","243.49","242.87","244.44","242.38","121.04M","0.22%"
"2010년 09월 30일","242.95","242.67","243.02","241.37","116.92M","0.28%"
"2010년 09월 29일","242.27","241.94","243.32","241.88","129.96M","0.70%"
"2010년 09월 28일","240.59","241.16","241.73","240.31","100.92M","-0.33%"
"2010년 09월 27일","241.38","240.99","241.55","240.26","130.77M","0.66%"
"2010년 09월 24일","239.80","237.78","239.80","237.04","99.53M","0.63%"
"2010년 09월 20일","238.29","236.71","238.55","236.21","78.95M","0.27%"
"2010년 09월 17일","237.64","237.04","237.92","235.47","119.99M","0.96%"
"2010년 09월 16일","235.37","236.82","237.15","235.36","102.24M","-0.75%"
"2010년 09월 15일","237.14","236.21","237.62","235.70","118.68M","0.49%"
"2010년 09월 14일","235.98","237.19","237.65","235.43","127.09M","-0.15%"
"2010년 09월 13일","236.34","235.23","236.56","234.83","121.24M","1.03%"
"2010년 09월 10일","233.93","232.68","234.95","232.55","101.61M","1.04%"
"2010년 09월 09일","231.53","231.93","232.56","230.25","103.68M","0.26%"
"2010년 09월 08일","230.94","231.31","232.06","229.89","101.67M","-0.65%"
"2010년 09월 07일","232.45","232.78","233.44","232.23","83.87M","-0.14%"
"2010년 09월 06일","232.77","232.60","233.04","231.73","105.59M","0.75%"
"2010년 09월 03일","231.04","231.26","232.01","230.26","111.25M","0.16%"
"2010년 09월 02일","230.66","232.03","232.06","229.57","97.59M","0.54%"
"2010년 09월 01일","229.41","228.00","229.97","227.30","109.33M","1.15%"
"2010년 08월 31일","226.81","227.88","228.61","226.15","92.86M","-1.23%"
"2010년 08월 30일","229.63","228.17","229.72","227.77","78.13M","1.82%"
"2010년 08월 27일","225.52","224.63","226.04","223.91","79.51M","0.06%"
"2010년 08월 26일","225.39","227.20","227.38","225.39","96.28M","-0.27%"
"2010년 08월 25일","225.99","227.49","228.47","225.98","91.89M","-1.50%"
"2010년 08월 24일","229.42","228.60","230.92","227.65","91.43M","-0.34%"
"2010년 08월 23일","230.20","231.82","233.01","230.02","98.26M","-0.42%"
"2010년 08월 20일","231.17","230.41","231.44","229.74","83.35M","-0.31%"
"2010년 08월 19일","231.88","229.20","232.09","229.01","95.23M","1.30%"
"2010년 08월 18일","228.90","229.14","229.23","227.72","98.51M","0.41%"
"2010년 08월 17일","227.96","225.45","228.34","224.95","87.28M","0.64%"
"2010년 08월 16일","226.51","225.32","226.90","222.80","94.17M","-0.22%"
"2010년 08월 13일","227.01","225.12","227.28","224.23","93.23M","1.36%"
"2010년 08월 12일","223.96","225.42","226.80","223.96","108.63M","-2.19%"
"2010년 08월 11일","228.98","231.15","231.30","228.50","109.91M","-1.32%"
"2010년 08월 10일","232.04","233.42","233.84","231.80","95.27M","-0.47%"
"2010년 08월 09일","233.14","231.59","233.23","231.21","91.59M","0.34%"
"2010년 08월 06일","232.35","232.14","232.68","230.40","109.76M","-0.02%"
"2010년 08월 05일","232.39","234.13","234.29","231.03","111.12M","-0.32%"
"2010년 08월 04일","233.14","234.08","234.08","231.23","120.56M","-0.10%"
"2010년 08월 03일","233.38","234.10","234.20","232.64","105.89M","0.50%"
"2010년 08월 02일","232.22","230.82","232.63","230.26","103.63M","1.30%"
"2010년 07월 30일","229.25","230.70","231.69","228.71","86.65M","-0.83%"
"2010년 07월 29일","231.16","231.01","231.86","230.63","101.51M","-0.17%"
"2010년 07월 28일","231.56","231.70","232.06","230.39","101.96M","0.27%"
"2010년 07월 27일","230.93","231.66","232.14","230.46","123.42M","0.03%"
"2010년 07월 26일","230.87","229.70","231.64","229.48","105.74M","0.60%"
"2010년 07월 23일","229.50","229.05","229.88","227.66","134.52M","1.45%"
"2010년 07월 22일","226.23","227.33","228.46","225.90","138.11M","-0.72%"
"2010년 07월 21일","227.88","228.16","228.65","226.67","117.50M","0.90%"
"2010년 07월 20일","225.84","224.47","226.47","224.08","96.18M","0.23%"
"2010년 07월 19일","225.32","223.64","226.23","223.51","100.16M","-0.45%"
"2010년 07월 16일","226.34","228.28","228.83","226.06","130.72M","-0.90%"
"2010년 07월 15일","228.39","228.75","229.44","228.02","118.09M","-0.38%"
"2010년 07월 14일","229.27","228.79","230.23","228.69","168.94M","1.38%"
"2010년 07월 13일","226.14","226.32","228.19","225.74","116.32M","0.12%"
"2010년 07월 12일","225.86","225.51","225.87","224.58","91.48M","0.63%"
"2010년 07월 09일","224.44","222.07","224.44","220.63","115.51M","1.66%"
"2010년 07월 08일","220.78","220.66","221.29","219.86","92.73M","1.53%"
"2010년 07월 07일","217.45","219.09","219.09","216.39","82.40M","-0.76%"
"2010년 07월 06일","219.12","215.93","219.16","214.04","95.56M","0.76%"
"2010년 07월 05일","217.47","217.43","218.29","215.96","80.89M","0.21%"
"2010년 07월 02일","217.01","219.13","219.87","216.43","119.55M","-0.75%"
"2010년 07월 01일","218.65","219.26","220.23","216.26","101.88M","-1.00%"
"2010년 06월 30일","220.85","218.70","221.09","218.24","96.49M","-0.76%"
"2010년 06월 29일","222.54","225.94","226.72","221.94","93.04M","-1.33%"
"2010년 06월 28일","225.55","226.17","226.35","225.01","79.22M","-0.04%"
"2010년 06월 25일","225.63","224.87","226.15","224.44","85.05M","-0.80%"
"2010년 06월 24일","227.45","225.33","227.45","224.89","76.83M","0.82%"
"2010년 06월 23일","225.59","225.08","226.41","224.92","87.38M","-0.38%"
"2010년 06월 22일","226.45","226.12","226.90","225.36","100.60M","-0.54%"
"2010년 06월 21일","227.69","226.07","227.99","225.51","112.67M","1.75%"
"2010년 06월 18일","223.77","223.75","224.04","222.41","92.45M","0.14%"
"2010년 06월 17일","223.45","223.54","224.08","222.49","117.14M","0.05%"
"2010년 06월 16일","223.34","223.81","224.18","221.96","116.46M","0.90%"
"2010년 06월 15일","221.34","220.94","222.32","220.40","98.89M","-0.04%"
"2010년 06월 14일","221.43","220.22","222.54","219.99","94.22M","1.01%"
"2010년 06월 11일","219.22","218.85","219.87","217.30","100.49M","1.62%"
"2010년 06월 10일","215.73","215.82","217.23","214.64","110.67M","0.22%"
"2010년 06월 09일","215.26","216.15","216.56","213.81","102.85M","-0.38%"
"2010년 06월 08일","216.08","213.84","216.80","213.21","96.52M","0.79%"
"2010년 06월 07일","214.38","213.55","214.57","211.95","99.35M","-1.67%"
"2010년 06월 04일","218.03","217.37","218.79","217.03","104.69M","0.21%"
"2010년 06월 03일","217.58","214.84","217.95","214.51","108.45M","2.14%"
"2010년 06월 01일","213.02","213.30","214.46","211.89","92.20M","-0.62%"
"2010년 05월 31일","214.34","212.43","214.34","211.81","84.11M","1.06%"
"2010년 05월 28일","212.10","212.93","212.93","209.93","109.31M","1.08%"
"2010년 05월 27일","209.83","204.54","210.49","204.52","124.16M","1.55%"
"2010년 05월 26일","206.62","206.95","207.51","203.21","121.65M","0.87%"
"2010년 05월 25일","204.83","207.58","207.79","201.50","136.73M","-2.59%"
"2010년 05월 24일","210.27","207.50","211.36","207.46","90.58M","0.71%"
